0,324.0,188.0
1,346.0,266.0
2,294.0,281.0
3,199.0,308.0
4,227.0,227.0
5,402.0,253.0
6,521.0,317.0
7,509.0,420.0
8,317.0,479.0
9,-1,-1
10,-1,-1
11,382.0,479.0
12,-1,-1
13,-1,-1
14,309.0,177.0
15,338.0,173.0
16,299.0,191.0
17,362.0,179.0
