0,356.0,138.0
1,350.0,221.0
2,268.0,216.0
3,169.0,218.0
4,180.0,131.0
5,432.0,225.0
6,529.0,229.0
7,514.0,141.0
8,290.0,445.0
9,-1,-1
10,-1,-1
11,391.0,446.0
12,-1,-1
13,-1,-1
14,341.0,130.0
15,368.0,129.0
16,321.0,144.0
17,386.0,144.0
